state,dataset,recovery_unit,core_area,popn_stream,metric,source,year,value
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2010,6
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2011,13
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2012,10
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2013,12
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2014,7
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2015,6
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2016,9
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2017,7
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2018,3
ID,4,Mid Columbia,Lochsa River,n/a (Fish Creek),abundance,screw_trap,2019,3
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1992,1
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1993,NA
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1994,7
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1995,NA
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1996,NA
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1997,NA
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1998,6
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,1999,12
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2000,14
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2001,NA
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2002,3
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2003,2
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2004,88
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2005,65
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2006,47
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2007,125
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2008,61
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2009,59
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2010,122
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2011,52
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2012,191
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2013,70
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2014,21
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2015,15
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2016,27
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2017,77
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2018,35
ID,5,Mid Columbia,South Fork Clearwater,Crooked River,abundance,screw_trap,2019,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1992,0.634517766497462
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1993,0.45687134502923976
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1994,0.12883941455370027
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1995,0.11006427753808225
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1996,0.001
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1997,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1998,0.23085114610876492
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,1999,0.198866756412853
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2000,0.32119588898060053
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2001,0.035993233272144834
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2002,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2003,0.0325426764659174
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2004,0.5595336630197139
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2005,0.023997665507099475
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2006,0.0754557527465894
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2007,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2008,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2009,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2010,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2011,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2012,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2013,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2014,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2015,NA
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2016,0.07217970674426362
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2017,0.037258101774230806
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2018,0.032344873984370956
ID,6,Mid Columbia,South Fork Clearwater,Multiple,abundance,snorkel,2019,NA
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2007,226
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2008,229
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2009,199
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2010,407
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2011,384
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2012,217
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2013,160
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2014,166
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2015,137
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2016,62
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2017,148
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2018,62
ID,8,Upper Snake,Middle Fork Salmon River,Big Cr,abundance,screw_trap,2019,46
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1986,0.09188732034765587
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1987,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1988,0.017825311942959002
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1989,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1990,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1991,0.001
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1992,0.001
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1993,0.001
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1994,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1995,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1996,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1997,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1998,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,1999,0.001
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2000,0.001
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2001,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2002,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2003,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2004,0.9157599157599158
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2005,0.8280925604625027
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2006,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2007,0.09764804908962722
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2008,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2009,0.002585551370122454
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2010,0.08821645392206849
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2011,0.14164154281720231
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2012,0.06577302005333781
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2013,0.1485369878227021
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2014,0.08043758043758044
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2015,NA
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2016,0.7684731875373394
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2017,0.49680932542958534
ID,9,Upper Snake,Middle Fork Salmon River,MFK Multiple,abundance,snorkel,2018,0.1626016260162602
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,1995,0.01216323055403515
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,1996,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,1997,0.16270315663201254
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,1998,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,1999,0.04459875614069123
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2000,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2001,0.001
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2002,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2003,0.11957499563430889
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2004,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2005,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2006,0.04593772681752616
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2007,0.14819569290220946
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2008,0.33992716606126
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2009,0.15533739281719897
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2010,0.22476534473438498
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2011,0.018444977122663075
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2012,0.0350116778528989
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2013,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2014,NA
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2015,0.001
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2016,0.001
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2017,0.09568783604451238
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2018,0.02883606122472519
ID,10,Mid Columbia,Selway River,SEL Multiple,abundance,snorkel,2019,0.001
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,1997,0.06194291533074118
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,1998,NA
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,1999,NA
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2000,NA
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2001,0.04970395565633661
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2002,0.03247791199056755
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2003,NA
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2004,0.041062552890899266
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2005,0.03246082535238596
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2006,0.042126235588138355
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2007,0.060367356870223356
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2008,0.06411143039493013
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2009,0.07078598547969964
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2010,0.07342625753773886
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2011,0.03197638858893086
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2012,0.03256560005903603
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2013,0.07033451774295033
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2014,0.051834664444924766
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2015,0.06852016307952635
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2016,0.011627906976744186
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2017,NA
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2018,0.054696621512659256
ID,11,Upper Snake,Mid Salmon - Panther,MSP Multiple,abundance,electrofishing,2019,0.02315636897774631
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2006,20
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2007,468
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2008,156
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2009,200
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2010,266
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2011,29
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2012,170
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2013,391
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2014,138
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2015,584
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2016,544
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2017,126
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2018,136
ID,12,Upper Snake,Lemhi River,Hayden Cr,abundance,screw_trap,2019,274
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2006,8
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2007,36
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2008,46
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2009,40
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2010,4
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2011,12
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2012,NA
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2013,22
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2014,2
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2015,5
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2016,12
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2017,9
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2018,20
ID,13,Upper Snake,Lemhi River,Lower Lemhi River,abundance,screw_trap,2019,18
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2002,4
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2003,1
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2004,8
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2005,1
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2006,3
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2007,5
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2008,1
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2009,7
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2010,2
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2011,NA
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2012,1
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2013,NA
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2014,1
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2015,12
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2016,16
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2017,11
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2018,6
ID,14,Upper Snake,Lemhi River,Upper Lemhi River,abundance,screw_trap,2019,15
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2004,0.9559191231436355
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2005,NA
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2006,NA
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2007,1.7318048131245902
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2008,NA
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2009,2.195015932695505
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2010,0.30927835051546393
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2011,1.1583399310730254
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2012,2.568864930164831
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2013,3.0855743225121
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2014,4.743859008309743
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2015,3.8295053814464732
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2016,3.0743514692378326
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2017,0.9684617759655754
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2018,2.1931899685815335
ID,15,Upper Snake,Pahsimeroi,Multiple,abundance,electrofishing,2019,2.129688493324857
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,1998,1
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,1999,4
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2000,8
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2001,12
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2002,23
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2003,29
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2004,26
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2005,21
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2006,28
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2007,46
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2008,18
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2009,76
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2010,38
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2011,69
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2012,11
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2013,34
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2014,69
ID,19,Upper Snake,Upper Salmon,Upper Salmon (multiple),abundance,screw_trap,2015,63
